Room,Address,Signal Level
0,0,0.16999999999999993
0,1,0.16999999999999993
0,2,0.16999999999999993
0,3,0.16999999999999993
0,31,0.27
0,32,0.29999999999999993
0,33,0.30999999999999994
0,24,0.16999999999999993
0,25,0.30999999999999994
0,26,0.30999999999999994
0,20,0.22999999999999998
0,21,0.21999999999999997
0,22,0.21999999999999997
0,23,0.22999999999999998
0,27,0.25
0,28,0.22999999999999998
0,29,0.21999999999999997
0,30,0.21999999999999997
0,91,0.06999999999999995
0,92,0.06999999999999995
0,93,0.06999999999999995
0,0,0.18999999999999995
0,1,0.19999999999999996
0,2,0.18999999999999995
0,3,0.18999999999999995
0,31,0.27
0,32,0.31999999999999995
0,33,0.30999999999999994
0,24,0.14
0,25,0.27
0,26,0.15000000000000002
0,20,0.22999999999999998
0,21,0.21999999999999997
0,22,0.21999999999999997
0,23,0.22999999999999998
0,27,0.21999999999999997
0,28,0.22999999999999998
0,29,0.22999999999999998
0,30,0.22999999999999998
0,91,0.06999999999999995
0,92,0.06999999999999995
0,93,0.06999999999999995
0,0,0.18999999999999995
0,1,0.19999999999999996
0,2,0.18999999999999995
0,3,0.18999999999999995
0,31,0.29000000000000004
0,32,0.30999999999999994
0,33,0.30999999999999994
0,24,0.21999999999999997
0,25,0.21999999999999997
0,26,0.21999999999999997
0,20,0.22999999999999998
0,21,0.21999999999999997
0,22,0.16000000000000003
0,23,0.22999999999999998
0,27,0.32999999999999996
0,28,0.32999999999999996
0,29,0.32999999999999996
0,30,0.32999999999999996
0,0,0.18999999999999995
0,1,0.19999999999999996
0,2,0.18999999999999995
0,3,0.18999999999999995
0,31,0.41000000000000003
0,32,0.41000000000000003
0,33,0.42000000000000004
0,24,0.27
0,25,0.30999999999999994
0,26,0.30999999999999994
0,20,0.26
0,21,0.27
0,22,0.27
0,23,0.27
0,27,0.29000000000000004
0,28,0.29000000000000004
0,29,0.29000000000000004
0,30,0.29000000000000004
0,0,0.18999999999999995
0,1,0.19999999999999996
0,2,0.18999999999999995
0,3,0.18999999999999995
0,31,0.41000000000000003
0,32,0.44999999999999996
0,33,0.44999999999999996
0,24,0.39
0,25,0.4
0,26,0.4
0,20,0.19999999999999996
0,21,0.18999999999999995
0,22,0.19999999999999996
0,23,0.18999999999999995
0,27,0.19999999999999996
0,28,0.20999999999999996
0,29,0.20999999999999996
0,30,0.20999999999999996
0,0,0.18999999999999995
0,1,0.19999999999999996
0,2,0.18999999999999995
0,3,0.18999999999999995
0,31,0.25
0,32,0.28
0,33,0.44999999999999996
